title,keyword,date,link,sentiment_score
"Black Friday : Amazon lance la guerre des prix, 10 pépites ce lundi ⚡️",META,2022-11-21T05:45:00Z,https://www.journaldugeek.com/2022/11/21/black-friday-amazon-debute-la-guerre-des-prix-10-pepites-ce-lundi/,0.1779
"Black Friday : promos à gogo, Amazon écrase tous ses prix ⚡️",META,2022-11-23T05:00:24Z,https://www.journaldugeek.com/2022/11/23/black-friday-promos-a-gogo-amazon-ecrase-tous-ses-prix/,0.1779
"Black Friday : Amazon est fou, il offre -50% sur cette liste ",META,2022-11-25T12:16:00Z,https://www.journaldugeek.com/2022/11/25/black-friday-amazon-se-trompe-il-offre-50-sur-toute-liste/,0.5994
"Black Friday : ce lundi, Amazon sort 10 pépites pour Cyber Monday ⚡️",META,2022-11-28T06:00:00Z,https://www.journaldugeek.com/2022/11/28/black-friday-ce-lundi-matin-amazon-degaine-10-pepites-pour-cyber-monday/,0.0
Black Friday : Amazon panique et sort 7 offres de FOU ce mardi matin ⚡️,META,2022-11-22T05:35:00Z,https://www.journaldugeek.com/2022/11/22/black-friday-amazon-panique-et-sort-10-offres-de-fou-ce-mardi/,-0.1027
"Black Friday : à J-2, Amazon dévoile ses meilleures offres par erreur ⚡️",META,2022-11-23T10:48:00Z,https://www.journaldugeek.com/2022/11/23/black-friday-j-2-amazon-ecrase-tous-ses-prix/,0.1779
Meta's board game-playing AI can pass as a human in game negotiations,META,2022-11-22T15:00:18Z,https://www.newscientist.com/article/2348152-metas-board-game-playing-ai-can-pass-as-a-human-in-game-negotiations/,-0.8316
Investor tells Google: Cut costs now and stop paying staff so much,META,2022-11-16T13:27:40Z,https://www.theregister.com/2022/11/16/tci_fund_google_cut_costs_waymo_compensation/,-0.2732
"Meta Would Rather Remove News Than Pay Publishers via @sejournal, @MattGSouthern",META,2022-12-07T01:04:19Z,https://www.searchenginejournal.com/meta-us-news-jcpa/473266/,0.0
"SEO Testing: 8 Experiments To Improve Organic Traffic via @sejournal, @lorenbaker",META,2022-11-16T22:45:36Z,https://www.searchenginejournal.com/6-seo-experiments-will-blow-mind/181084/,0.0
"Référence du domaine, le casque VR Meta Quest 2 s’effondre chez Amazon",META,2022-11-19T07:05:48Z,https://www.presse-citron.net/?p=526374,0.0
"Cyber Monday Gaming Deals - Best PS5, Nintendo Switch, And Xbox Deals Available Now",META,2022-11-28T15:00:00Z,https://www.gamespot.com/gallery/cyber-monday-gaming-deals-best-ps5-nintendo-switch-and-xbox-deals-available-now/2900-4456/,0.296
"10 Image SEO Tips To Make A Website Users Will Love via @sejournal, @Brian_W_Gareth",META,2022-11-15T06:00:28Z,https://www.searchenginejournal.com/image-seo-tips-webceo-spcs/470364/,0.7184
"Qué es una custom ROM, cómo instalarla y cómo quitarla",META,2022-11-17T19:03:12Z,https://www.xatakandroid.com/tutoriales/que-custom-rom-como-instalarla-como-quitarla,0.34
"Meta Quest 2 : la version 256 Go en rupture, les 128 Go encore à prix mini",META,2022-11-28T08:20:53Z,https://www.presse-citron.net/?p=528131,0.0
Black Friday : 10 offres à ne pas rater au Cyber Monday sur Amazon ⚡️,META,2022-11-28T05:45:47Z,https://www.presse-citron.net/?p=528079,0.1779
What Is Facebook Marketplace?,META,2022-11-28T14:00:12Z,https://smallbiztrends.com/2022/11/what-is-facebook-marketplace.html,0.5106
"Cyber Monday Deals live now: Telescopes, VR headsets, Lego and more",META,2022-11-27T19:18:35Z,https://www.space.com/news/live/cyber-monday-deals-2022,0.765
Silicon Valley layoffs aren’t just a cost-cutting measure. They’re a culture reset.,META,2022-11-17T13:00:00Z,https://www.vox.com/recode/2022/11/17/23463164/silicon-valley-layoffs-tech-boom-over,0.4939
Disney+ Has Ads Now — How Does It Compare with Netflix?,META,2022-12-08T23:45:16Z,https://www.indiewire.com/2022/12/disney-with-ads-how-to-subscribe-1234789888/,0.0
"Black Friday TOP 100 : les meilleures offres du week-end sur Amazon, Cdiscount & Co",META,2022-11-26T15:57:49Z,https://www.frandroid.com/bons-plans/1551462_black-friday-top-100-meilleures-offres-amazon-cdiscount-etc,0.0
Cyber Monday : les meilleures offres sur les objets connectés pour la maison,META,2022-11-28T16:30:28Z,https://www.frandroid.com/bons-plans/1546562_cyber-monday-les-meilleures-offres-sur-les-objets-connectes-pour-la-maison,-0.2003
Top 100 des offres Cyber Monday et Black Friday : dernières heures pour profiter des bons plans,META,2022-11-28T12:40:25Z,https://www.frandroid.com/bons-plans/1552208_top-100-offres-cyber-monday,-0.4588
"Black Friday : Amazon vide son sac, 10 offres XL finissent ce mercredi",META,2022-11-23T15:50:34Z,https://www.01net.com/bons-plans/black-friday-amazon-vide-son-sac-10-offres-xl-finissent-ce-mercredi.html,0.1779
This is what Meta might look like if Zuckerberg stepped down in 2023,META,2022-11-22T20:42:00Z,https://qz.com/this-is-what-meta-might-look-like-if-zuckerberg-stepped-1849814068,-0.5106
"With Bret Taylor's exit, Marc Benioff is once again the sole CEO of Salesforce",META,2022-12-01T08:59:00Z,https://qz.com/with-bret-taylors-exit-marc-benioff-is-once-again-the-1849839871,0.0
Investors Call Time on FAANG Stock Dominance After Nasdaq’s Rout,META,2022-12-10T19:00:00Z,https://finance.yahoo.com/news/investors-call-time-faang-stock-190000390.html,0.0
The 'exceptionalism of technology' is probably over for the stock market: Goldman,META,2022-11-29T10:51:45Z,https://finance.yahoo.com/news/goldman-sachs-big-tech-stock-market-outlook-105145257.html,0.2732
Carvana: Yahoo Finance's Worst Company of the Year,META,2022-12-12T14:00:51Z,https://finance.yahoo.com/news/carvana-yahoo-finances-worst-company-of-the-year-140051155.html,-0.0
Amazon Web Services plans to be water positive by 2030,META,2022-11-28T05:00:08Z,https://finance.yahoo.com/news/amazon-web-services-plans-to-be-water-positive-by-2030-050008501.html,0.7717
The Twitter era under Tesla CEO Elon Musk: A timeline,META,2022-11-23T19:33:47Z,https://finance.yahoo.com/news/twitter-tesla-ceo-elon-musk-a-timeline-193347566.html,-0.6486
"There Is Fundamental Value In Broadcom, And It Yields 3.35%",IBM,2022-12-09T14:29:00Z,https://www.marketbeat.com/originals/there-is-fundamental-value-in-broadcom-and-it-yields-335/,0.2006
"Apple's App store has become an ad-infested imitation of its former self, which is not good for iPhone users or developers",IBM,2022-11-28T19:48:55Z,https://www.businessinsider.com/apples-app-store-has-become-an-ad-plagued-version-of-its-former-self-2022-11,-0.0772
Splunk is Suddenly Looking Like a Slam Dunk,IBM,2022-12-06T08:00:00Z,https://www.marketbeat.com/originals/splunk-is-suddenly-looking-like-a-slam-dunk/,0.0
Accelerando (2005),IBM,2022-12-01T23:20:48Z,https://www.antipope.org/charlie/blog-static/fiction/accelerando/accelerando.html,0.3182
Quantum computers in use today are vulnerable to eavesdropping hackers,IBM,2022-11-16T17:59:09Z,https://www.newscientist.com/article/2345584-quantum-computers-in-use-today-are-vulnerable-to-eavesdropping-hackers/,-0.3818
IBM manager sues for $5m claiming postnatal demotion,IBM,2022-11-21T21:30:10Z,https://www.theregister.com/2022/11/21/ibm_pregnancy_discrimination/,-0.34
27 Best Small Business Ideas for Designers,IBM,2022-11-21T14:30:50Z,https://www.webdesignerdepot.com/2022/11/27-best-small-business-ideas-for-designers/,0.7845
"Marketing To Gen Z: How To Do It The Right Way via @sejournal, @macuraa",IBM,2022-11-29T09:15:07Z,https://www.searchenginejournal.com/marketing-to-gen-z/471784/,0.0516
Transcript: Marcus Shaw,IBM,2022-11-22T13:00:36Z,https://ritholtz.com/2022/11/transcript-marcus-shaw/,0.0
Radar Trends to Watch: December 2022,IBM,2022-12-06T12:21:48Z,https://www.oreilly.com/radar/radar-trends-to-watch-december-2022/,-0.1511
Warren Buffett backs Taiwanese chipmaker TSMC like a full-fledged tech investor,IBM,2022-11-15T09:27:00Z,https://qz.com/warren-buffett-backs-taiwanese-chipmaker-tsmc-like-a-fu-1849783728,-0.0516
"With Bret Taylor's exit, Marc Benioff is once again the sole CEO of Salesforce",IBM,2022-12-01T08:59:00Z,https://qz.com/with-bret-taylors-exit-marc-benioff-is-once-again-the-1849839871,0.0
Who really invented the thumb drive? @IEEESpectrum,IBM,2022-12-13T14:30:35Z,https://blog.adafruit.com/2022/12/13/who-really-invented-the-thumb-drive-ieeespectrum/,0.3182
3 Reasons to Buy IBM Stock,IBM,2022-11-16T11:20:00Z,https://www.fool.com/investing/2022/11/16/3-reasons-to-buy-ibm-stock/,0.4767
Should You Buy IBM Stock Before 2022 Is Over?,IBM,2022-12-12T14:05:43Z,https://www.fool.com/investing/2022/12/12/should-you-buy-ibm-stock-before-2022-is-over/,0.3182
3 Software Stocks That Will Keep Your Retirement Account Safe,IBM,2022-12-11T12:30:00Z,https://www.fool.com/investing/2022/12/11/3-software-stocks-keep-retirement-account-safe/,-0.4201
2 Top Software Stocks to Buy for the Long Haul,IBM,2022-12-05T14:24:14Z,https://www.fool.com/investing/2022/12/05/2-top-software-stocks-to-buy-for-the-long-haul/,-0.25
Can a High-Yield Dividend Stock Still Be Safe?,IBM,2022-12-06T15:12:00Z,https://www.fool.com/investing/2022/12/06/can-a-high-yield-dividend-stock-still-be-safe/,0.6908
2 Dow Stocks to Buy Hand Over Fist and 1 to Avoid Like the Plague,IBM,2022-11-15T10:06:00Z,https://www.fool.com/investing/2022/11/15/2-dow-stocks-to-buy-and-1-to-avoid-like-the-plague/,0.0
3 Dividend-Paying Tech Stocks to Buy in December,IBM,2022-12-08T10:15:00Z,https://www.fool.com/investing/2022/12/08/3-dividend-paying-tech-stocks-to-buy-in-december/,0.0
Is It a Warren Buffett Stock or Not? 5 Simple Questions to Ask Yourself.,IBM,2022-11-13T10:17:00Z,https://www.fool.com/investing/2022/11/13/is-it-a-warren-buffett-stock-or-not-5-simple-quest/,0.144
5 Surefire Ways to Generate Passive Income,IBM,2022-11-22T12:55:00Z,https://www.fool.com/retirement/2022/11/22/5-surefire-ways-to-generate-passive-income/,0.34
MongoDB (MDB) Q3 2023 Earnings Call Transcript,IBM,2022-12-07T05:30:35Z,https://www.fool.com/earnings/call-transcripts/2022/12/07/mongodb-mdb-q3-2023-earnings-call-transcript/,-0.4404
"Microsoft Buys The London Stock Exchange (Well, 4% Of It)",IBM,2022-12-12T16:55:42Z,https://www.forbes.com/sites/qai/2022/12/12/microsoft-buys-the-london-stock-exchange-well-4-of-it/,0.2023
"With 27% ARR Growth, Why Informatica’s Stock Trades 57% Below Peak",IBM,2022-11-28T16:41:03Z,https://www.forbes.com/sites/petercohan/2022/11/28/with-27-arr-growth-why-informaticas-stock-trades-57-below-peak/,0.0
AWS Advances Financial Services In The Cloud: News From Re:Invent 2022,IBM,2022-12-08T17:28:10Z,https://www.forbes.com/sites/moorinsights/2022/12/08/aws-advances-financial-services-in-the-cloud-news-from-reinvent-2022/,0.0
"AI: The Next Candidate For A Market Boom, Bubble, Bust",IBM,2022-11-24T12:52:17Z,https://www.forbes.com/sites/investor/2022/11/24/ai-the-next-candidate-for-a-market-boom-bubble-bust/,0.3612
"Cedar Valley Business Hall of Fame inducts three new laureates, presents entrepreneur award - WCF Courier",IBM,2022-11-25T12:00:00Z,https://wcfcourier.com/exclusive/businessmonthly/cedar-valley-business-hall-of-fame-inducts-three-new-laureates-presents-entrepreneur-award/article_e8722339-ee65-545f-90f1-f04d8f21499e.html,0.4404
Is IBM A Good Dividend Stock?,IBM,2022-12-12T15:39:28Z,https://seekingalpha.com/article/4563927-is-ibm-a-good-dividend-stock,0.0
IBM Vs. Cisco: Which Old Tech Giant Is The Best Dividend Option?,IBM,2022-11-28T09:27:36Z,https://seekingalpha.com/article/4560763-ibm-vs-cisco-which-old-tech-giant-best-dividend-option,0.34
Intel And IBM Q3: These Dogs Can Redeem Themselves,IBM,2022-11-16T06:36:00Z,https://seekingalpha.com/article/4558296-intel-and-ibm-q3-these-dogs-can-redeem-themselves,0.3182
MongoDB: A Blowout Quarter But I'm Still Humming The Same Tune,IBM,2022-12-07T10:30:27Z,https://seekingalpha.com/article/4562877-mongodb-blowout-quarter-still-humming-tune,0.1779
MongoDB: A Blowout Quarter But I'm Still Humming The Same Tune,IBM,2022-12-07T10:30:27Z,https://seekingalpha.com/article/4562877-mongodb-q3-earnings-blowout-quarter-i-remain-bearish,0.1779
Don't Follow Buffett Blindly Into Taiwan Semiconductor - But Buy It Still,IBM,2022-11-17T19:46:33Z,https://seekingalpha.com/article/4558826-dont-follow-buffett-blindly-into-taiwan-semiconductor-but-buy-it-still,-0.2263
"Capgemini: At The Right Price, Absolutely, It's A 'Buy'",IBM,2022-11-25T03:52:22Z,https://seekingalpha.com/article/4560409-capgemini-stock-right-price-buy,0.3818
Syndax Pharmaceuticals: Today's Best Nearby Biotech Cap-Gain Prospect,IBM,2022-12-10T08:11:55Z,https://seekingalpha.com/article/4563678-syndax-pharmaceuticals-best-biotech-cap-gain-prospect,0.0
Why Looking At Dassault Systemes SE Is Not A Bad Idea,IBM,2022-12-12T01:31:26Z,https://seekingalpha.com/article/4563808-dassault-systemes-stock-potential-upside,0.3818
SPS Commerce Grows Steadily But A Macroeconomic Slowdown Looms,IBM,2022-12-06T22:25:01Z,https://seekingalpha.com/article/4562769-sps-commerce-grows-but-macroeconomic-slowdown-looms,-0.4588
Unisys Lowers Guidance As Corporate Transition Continues,IBM,2022-11-21T21:25:55Z,https://seekingalpha.com/article/4559629-unisys-lowers-guidance-as-corporate-transition-continues,-0.296
NetApp: Value Stock Or Value Trap?,IBM,2022-12-08T20:55:30Z,https://seekingalpha.com/article/4563313-netapp-value-stock-or-value-trap,0.5499
Do You Know The Only Thing That Gives Me Pleasure?,IBM,2022-11-21T12:00:00Z,https://seekingalpha.com/article/4559380-do-you-know-the-only-thing-that-gives-me-pleasure,0.1901
SDOG: Dividend ETF Not To Be Confused With 'Dogs Of The Dow',IBM,2022-11-22T04:31:31Z,https://seekingalpha.com/article/4559693-sdog-dividend-etf-not-confuse-dogs-of-the-dow,0.0
December Dogs Of The Dow Paced By Verizon Yield And Disney Gain Estimates,IBM,2022-12-04T07:11:23Z,https://seekingalpha.com/article/4562191-december-dogs-of-the-dow-paced-by-verizon-yield-and-disney-gain-estimates,-0.3818
3 Changes Berkshire Hathaway Investors Could Be Better Off With,IBM,2022-11-29T06:51:16Z,https://seekingalpha.com/article/4561017-3-changes-berkshire-hathaway-investors-better-off-with,0.0
HashiCorp Begins Pivot To Operating Efficiency,IBM,2022-12-05T22:53:11Z,https://seekingalpha.com/article/4562471-hashicorp-hcp-begins-pivot-to-operating-efficiency,-0.2263
D-Wave Quantum: Emerging Growth Play With Hard Value,IBM,2022-12-06T18:55:29Z,https://seekingalpha.com/article/4562697-d-wave-quantum-emerging-growth-play-with-hard-value,0.3818
"OpenAI Impact Analysis: Microsoft, Google And Nvidia",IBM,2022-12-05T20:15:04Z,https://seekingalpha.com/article/4562442-openai-impact-analysis-microsoft-google-and-nvidia,0.128
"SPYD, SPHD: Dividend Gives S&P 500 Wings",IBM,2022-12-12T16:54:37Z,https://seekingalpha.com/article/4563944-spyd-sphd-dividend-gives-sp-500-wings,0.5719
Schlumberger: Has The Rally Got More Legs?,IBM,2022-12-09T16:52:44Z,https://seekingalpha.com/article/4563544-schlumberger-has-the-rally-got-more-legs,-0.2263
"IBM and Australian Stock Market’s Blockchain Projects Failed, a Blow to Private Ledgers",IBM,2022-11-30T20:27:35Z,https://www.coindesk.com/business/2022/11/30/ibm-and-australian-stock-markets-blockchain-projects-failed-a-blow-to-private-ledgers/,-0.6597
Crypto Miner Hut 8 Hires Former IBM Executive as CFO,IBM,2022-12-13T12:12:37Z,https://www.coindesk.com/business/2022/12/13/crypto-miner-hut-8-hires-former-ibm-executive-as-cfo/,0.4588
Blockchain vs. Crypto: Not What It Seems,IBM,2022-12-13T18:54:07Z,https://www.coindesk.com/consensus-magazine/2022/12/13/blockchain-vs-crypto-not-what-it-seems/,-0.3944
What Do You Really Own in the Ownership Economy?,IBM,2022-11-22T18:07:00Z,https://www.coindesk.com/layer2/2022/11/22/what-do-you-really-own-in-the-ownership-economy/,0.5267
This Iron Condor On Nike Stock Has The Potential For A 45% Return,IBM,2022-12-06T19:04:57Z,https://www.investors.com/research/options/this-iron-condor-on-nike-stock-has-the-potential-for-a-45-percent-return/,0.0
Top Investors Reveal 7 High-Dividend Stocks You Should Own,IBM,2022-11-23T13:00:48Z,https://www.investors.com/etfs-and-funds/etfs/sp500-top-investors-reveal-7-high-dividend-stocks-you-should-own/,0.4144
“Mark Has Surrounded Himself With Sycophants”: Zuckerberg’s Big Bet on the Metaverse Is Backfiring,IBM,2022-11-16T19:49:41Z,https://www.vanityfair.com/news/2022/11/mark-zuckerberg-meta-facebook,0.2732
Cloud of Serfdom or Cloud of Freedom – What Would You Choose?,IBM,2022-11-28T14:31:55Z,https://www.percona.com/blog/cloud-of-serfdom-or-cloud-of-freedom-what-would-you-choose/,0.7351
Apple Stock: How It Stacks Up Against Big Tech In 2022 - TheStreet,IBM,2022-12-13T10:53:19Z,https://www.thestreet.com/apple/stock/apple-stock-how-it-stacks-up-against-big-tech-in-2022,0.6597
IBM Sees Tech Spending Growth Unless a ‘Catastrophic Recession’ Hits - Yahoo Finance,IBM,2022-11-17T19:17:40Z,https://finance.yahoo.com/news/ibm-sees-tech-spending-growth-191740486.html,0.6522
What Warren Buffett Wants From Tech Stocks - The Motley Fool,IBM,2022-11-20T10:24:00Z,https://www.fool.com/investing/2022/11/20/what-warren-buffett-wants-from-tech-stocks/,0.6369
"“Recoding Power: Tactics for Mobilizing Tech Workers” author, Williams professor explores novel labor responses to tumultuous sector - WAMC",IBM,2022-11-28T20:06:00Z,https://www.wamc.org/news/2022-11-28/recoding-power-tactics-for-mobilizing-tech-workers-author-williams-professor-explores-novel-labor-responses-to-tumultuous-sector,0.1868
Japan and the Netherlands just picked sides in the U.S.-China cold war over chips. Here’s what they chose - Fortune,IBM,2022-12-12T17:46:00Z,https://fortune.com/2022/12/12/china-us-chips-semiconductors-export-japan-netherlands/,0.128
Myth-Busting Silicon Valley,IBM,2022-11-28T17:00:00Z,https://www.theamericanconservative.com/myth-busting-silicon-valley/,0.4201
"IBM and Australian Stock Market’s Blockchain Projects Failed, a Blow to Private Ledgers",IBM,2022-11-30T20:27:35Z,https://finance.yahoo.com/news/ibm-australian-stock-market-blockchain-202735137.html,-0.6597
Should You Think About Buying International Business Machines Corporation (NYSE:IBM) Now?,IBM,2022-11-18T12:02:13Z,https://finance.yahoo.com/news/think-buying-international-business-machines-120213326.html,0.4767
10 Best Nanotechnology Stocks to Buy Now,IBM,2022-12-13T21:35:17Z,https://finance.yahoo.com/news/10-best-nanotechnology-stocks-buy-213517163.html,0.6369
15 Biggest AI Companies In The World,IBM,2022-12-13T14:02:30Z,https://finance.yahoo.com/news/15-biggest-ai-companies-world-140230064.html,0.5267
"Harte Hanks Acquires InsideOut Solutions, LLC, for $7.5 million",IBM,2022-12-01T14:00:00Z,https://finance.yahoo.com/news/harte-hanks-acquires-insideout-solutions-140000303.html,0.0
Warren Buffett backs Taiwanese chipmaker TSMC like a full-fledged tech investor,IBM,2022-11-15T09:27:00Z,https://finance.yahoo.com/news/warren-buffett-backs-taiwanese-chipmaker-092700477.html,-0.0516
"The Global Cloud Analytics Market size is expected to reach $81.8 billion by 2028, rising at a market growth of 21.0% CAGR during the forecast period",IBM,2022-11-23T14:55:00Z,https://finance.yahoo.com/news/global-cloud-analytics-market-size-145500188.html,0.3182
"Luvleen Sidhu, Chair, CEO, and Founder of BM Technologies (NYSE:BMTX), Named as a 'Women in Technology' Finalist in the Fintech Futures 2022 Banking Tech Awards",IBM,2022-11-28T13:30:00Z,https://finance.yahoo.com/news/luvleen-sidhu-chair-ceo-founder-133000917.html,0.0
"With Bret Taylor's exit, Marc Benioff is once again the sole CEO of Salesforce",IBM,2022-12-01T08:59:00Z,https://finance.yahoo.com/news/bret-taylors-exit-marc-benioff-085900516.html,0.0
11 Best ADR Stocks To Buy Now,IBM,2022-12-10T12:22:48Z,https://finance.yahoo.com/news/11-best-adr-stocks-buy-122248806.html,0.9022
What Do You Really Own in the Ownership Economy?,IBM,2022-11-22T18:07:00Z,https://finance.yahoo.com/news/really-own-ownership-economy-180700658.html,0.5267
Amazon is doing some 'difficult' soul searching as it plans to slash jobs — but here's why the economy is going to 'very easily absorb' the layoffs in the big tech sector,IBM,2022-11-19T11:00:00Z,https://finance.yahoo.com/news/amazon-reportedly-plans-cut-10-134500586.html,0.3797
10 Most Advanced AI Companies,IBM,2022-12-06T20:12:39Z,https://finance.yahoo.com/news/10-most-advanced-ai-companies-201239163.html,0.937
Twitter's Elon Musk is warned to prepare for 'hundreds or even thousands' of arbitration cases,IBM,2022-12-12T13:30:49Z,https://finance.yahoo.com/news/twitters-elon-musk-warned-prepare-133049892.html,-0.0772
Rigetti Computing Appoints Dr. Subodh Kulkarni as President and Chief Executive Officer,IBM,2022-12-08T13:30:00Z,https://finance.yahoo.com/news/rigetti-computing-appoints-dr-subodh-133000067.html,0.5719
Global Artificial Intelligence Market to Hit Sales of $895.71 Billion by 2028 | Healthcare to Contribute Over $194 Billion | SkyQuest Technology,IBM,2022-11-30T15:00:00Z,https://finance.yahoo.com/news/global-artificial-intelligence-market-hit-150000717.html,0.4767
Big Data as a Service Market Worth USD 76.47 Billion at a CAGR of 23.19% by 2030 - Report by Market Research Future (MRFR),IBM,2022-11-22T08:05:00Z,https://finance.yahoo.com/news/big-data-market-worth-usd-080500729.html,0.5859
Data Storage Corporation Reports 14% Increase in Revenue for the Third Quarter of 2022,IBM,2022-11-15T12:00:00Z,https://finance.yahoo.com/news/data-storage-corporation-reports-14-120000730.html,0.1779
Balincan USA Inc. (BCNN) Letter to our Shareholders,IBM,2022-11-18T05:00:00Z,https://finance.yahoo.com/news/balincan-usa-inc-bcnn-letter-050000048.html,0.0
"Box, Inc. (NYSE:BOX) Q3 2023 Earnings Call Transcript",IBM,2022-12-07T18:04:49Z,https://finance.yahoo.com/news/box-inc-nyse-box-q3-180449673.html,0.3612
Neutral NMDC; target of Rs 124: Motilal Oswal,IBM,2022-11-25T10:02:26Z,https://www.moneycontrol.com/news/business/stocks/neutral-nmdc-target-of-rs-124-motilal-oswal-2-9600661.html,0.0
US tech sector is way deeper than FAANG stocks: Jonathan Curtis of Franklin Technology Fund,IBM,2022-11-22T05:04:02Z,https://www.moneycontrol.com/news/business/personal-finance/us-tech-sector-is-way-deeper-than-faang-stocks-jonathan-curtis-of-franklin-technology-fund-9578221.html,-0.3182
Want to know the fastest growing jobs and careers for 2023?,IBM,2022-12-09T16:00:00Z,https://www.nextpit.com/want-to-know-the-fastest-growing-jobs-and-careers-for-2023,0.34
How Lego and MIT Came Together To Give Us Lego Robots,IBM,2022-11-15T19:00:00Z,https://www.gizmodo.com.au/2022/11/how-lego-and-mit-came-together-to-give-us-lego-robots/,0.7876
Warren Buffett#39;s Berkshire discloses big Taiwan Semi stake,IBM,2022-11-15T01:44:59Z,https://www.moneycontrol.com/news/world/warren-buffetts-berkshire-discloses-big-taiwan-semi-stake-9524831.html,0.2023
"AWS a refusé de faire un investissement stratégique dans la blockchain, ne voyant pas d'utilité réelle pour les entreprises, selon un ingénieur qui a travaillé pour l'entreprise",IBM,2022-11-21T18:52:00Z,https://cloud-computing.developpez.com/actu/338706/AWS-a-refuse-de-faire-un-investissement-strategique-dans-la-blockchain-ne-voyant-pas-d-utilite-reelle-pour-les-entreprises-selon-un-ingenieur-qui-a-travaille-pour-l-entreprise/,0.34
Microsoft To Buy 4% Stake In London Stock Exchange,IBM,2022-12-12T11:15:50Z,https://www.ibtimes.com/microsoft-buy-4-stake-london-stock-exchange-3646230,0.0
Buffett's Berkshire Discloses $4.1 Billion TSMC Stake,IBM,2022-11-15T03:21:32Z,https://www.ibtimes.com/buffetts-berkshire-discloses-41-billion-tsmc-stake-3635932,0.0
Special [Radiance] Report: An e.l.f.ing Glow Storm is On the Way,IBM,2022-12-08T14:08:37Z,https://www.businesswire.com/news/home/20221208005359/en/Special-Radiance-Report-An-e.l.f.ing-Glow-Storm-is-On-the-Way,0.6808
Tecnotree Advances to Acquire Top AIML Platform - CognitiveScale in North America to further Enhance 5G Use case Penetration,IBM,2022-12-09T12:39:26Z,https://www.businesswire.com/news/home/20221209005177/en/Tecnotree-Advances-to-Acquire-Top-AIML-Platform---CognitiveScale-in-North-America-to-further-Enhance-5G-Use-case-Penetration,0.4019
Metaverse and Space May Be Cybercriminals’ Playgrounds in 2023,IBM,2022-12-07T11:05:50Z,https://www.businesswire.com/news/home/20221207005227/en/Metaverse-and-Space-May-Be-Cybercriminals%E2%80%99-Playgrounds-in-2023,-0.0772
Johnson & Johnson Names CEO Joaquin Duato as Chairman of the Board,IBM,2022-11-30T22:06:31Z,https://www.businesswire.com/news/home/20221130006118/en/Johnson-Johnson-Names-CEO-Joaquin-Duato-as-Chairman-of-the-Board,0.0
"Rimini Street Named a Supplier for UK G-Cloud 13 Framework for all its Application, Database, Managed and Professional Services",IBM,2022-12-01T14:06:30Z,https://www.businesswire.com/news/home/20221201005299/en/Rimini-Street-Named-a-Supplier-for-UK-G-Cloud-13-Framework-for-all-its-Application-Database-Managed-and-Professional-Services,0.4019
VMware Reports Fiscal Year 2023 Third Quarter Results,IBM,2022-11-22T21:08:42Z,https://www.businesswire.com/news/home/20221122005539/en/VMware-Reports-Fiscal-Year-2023-Third-Quarter-Results,0.0
Box Reports Strong Fiscal Third Quarter 2023 Financial Results,IBM,2022-11-30T21:10:09Z,https://www.businesswire.com/news/home/20221130005484/en/Box-Reports-Strong-Fiscal-Third-Quarter-2023-Financial-Results,0.0
AWS Launches Infrastructure Region in Spain,IBM,2022-11-16T07:11:07Z,https://www.businesswire.com/news/home/20221115006580/en/AWS-Launches-Infrastructure-Region-in-Spain,0.0
What did Buffett see in TSMC?,IBM,2022-11-15T04:03:16Z,https://www.digitimes.com/news/a20221115VL201/tsmc.html,0.0
